Date,Sun Rise,Sun Set,Length of Day,Moon Rise,Moon Set,Moon Overhead,Moon Underfoot,Moon Phase,Major Times 1,Major Times 2,Minor Times 1, Minor Times 2,Prediction,Rating
6/11/2017,5:54 AM,9:26 PM,15 hrs. 32 mins.,11:01 PM,7:48 AM,3:02 AM,3:27 PM,96% Waning,3:02 AM - 5:02 AM,3:27 PM - 5:27 PM,7:48 AM - 8:48 AM,11:01 PM - 12:01 AM,Better,3
6/12/2017,5:54 AM,9:26 PM,15 hrs. 32 mins.,11:43 PM,8:40 AM,3:51 AM,4:15 PM,91% Waning,3:51 AM - 5:51 AM,4:15 PM - 6:15 PM,8:40 AM - 9:40 AM,11:43 PM - 12:43 AM,Good,2
6/13/2017,5:54 AM,9:27 PM,15 hrs. 33 mins.,--:--,9:37 AM,4:39 AM,5:03 PM,85% Waning,4:39 AM - 6:39 AM,5:03 PM - 7:03 PM,--:-- - --:--,9:37 AM - 10:37 AM,Average,1
6/14/2017,5:54 AM,9:27 PM,15 hrs. 33 mins.,12:20 AM,10:36 AM,5:27 AM,5:50 PM,77% Waning,5:27 AM - 7:27 AM,5:50 PM - 7:50 PM,12:20 AM - 1:20 AM,10:36 AM - 11:36 AM,Average,1
6/15/2017,5:54 AM,9:28 PM,15 hrs. 34 mins.,12:55 AM,11:38 AM,6:14 AM,6:37 PM,69% Waning,6:14 AM - 8:14 AM,6:37 PM - 8:37 PM,12:55 AM - 1:55 AM,11:38 AM - 12:38 PM,Average,1
6/16/2017,5:54 AM,9:28 PM,15 hrs. 34 mins.,1:26 AM,12:42 PM,7:01 AM,7:25 PM,59% Waning,7:01 AM - 9:01 AM,7:25 PM - 9:25 PM,1:26 AM - 2:26 AM,12:42 PM - 1:42 PM,Average,1
6/17/2017,5:54 AM,9:29 PM,15 hrs. 35 mins.,1:56 AM,1:48 PM,7:49 AM,8:13 PM,50% Last,7:49 AM - 9:49 AM,8:13 PM - 10:13 PM,1:56 AM - 2:56 AM,1:48 PM - 2:48 PM,Average,1
6/18/2017,5:54 AM,9:29 PM,15 hrs. 35 mins.,2:26 AM,2:57 PM,8:37 AM,9:02 PM,37% Waning,8:37 AM - 10:37 AM,9:02 PM - 11:02 PM,2:26 AM - 3:26 AM,2:57 PM - 3:57 PM,Average,1
6/19/2017,5:54 AM,9:29 PM,15 hrs. 35 mins.,2:57 AM,4:08 PM,9:28 AM,9:54 PM,27% Waning,9:28 AM - 11:28 AM,9:54 PM - 11:54 PM,2:57 AM - 3:57 AM,4:08 PM - 5:08 PM,Average,1
6/20/2017,5:54 AM,9:29 PM,15 hrs. 35 mins.,3:31 AM,5:21 PM,10:21 AM,10:49 PM,17% Waning,10:21 AM - 12:21 PM,10:49 PM - 12:49 AM,3:31 AM - 4:31 AM,5:21 PM - 6:21 PM,Average,1
6/21/2017,5:54 AM,9:30 PM,15 hrs. 36 mins.,4:08 AM,6:35 PM,11:18 AM,11:47 PM,9% Waning,11:18 AM - 1:18 PM,11:47 PM - 1:47 AM,4:08 AM - 5:08 AM,6:35 PM - 7:35 PM,Good,2
6/22/2017,5:55 AM,9:30 PM,15 hrs. 35 mins.,4:51 AM,7:49 PM,12:18 PM,--:--,3% Waning,12:18 PM - 2:18 PM,--:-- - --:--,4:51 AM - 5:51 AM,7:49 PM - 8:49 PM,Better,3
6/23/2017,5:55 AM,9:30 PM,15 hrs. 35 mins.,5:42 AM,8:58 PM,1:20 PM,12:48 AM,0% NEW,12:48 AM - 2:48 AM,1:20 PM - 3:20 PM,5:42 AM - 6:42 AM,8:58 PM - 9:58 PM,Best,4
6/24/2017,5:55 AM,9:30 PM,15 hrs. 35 mins.,6:41 AM,10:00 PM,2:22 PM,1:51 AM,0% Waxing,1:51 AM - 3:51 AM,2:22 PM - 4:22 PM,6:41 AM - 7:41 AM,10:00 PM - 11:00 PM,Best,4
6/25/2017,5:55 AM,9:30 PM,15 hrs. 35 mins.,7:47 AM,10:53 PM,3:24 PM,2:53 AM,4% Waxing,2:53 AM - 4:53 AM,3:24 PM - 5:24 PM,7:47 AM - 8:47 AM,10:53 PM - 11:53 PM,Better,3
6/26/2017,5:56 AM,9:30 PM,15 hrs. 34 mins.,8:56 AM,11:38 PM,4:22 PM,3:54 AM,9% Waxing,3:54 AM - 5:54 AM,4:22 PM - 6:22 PM,8:56 AM - 9:56 AM,11:38 PM - 12:38 AM,Good,2
6/27/2017,5:56 AM,9:30 PM,15 hrs. 34 mins.,10:07 AM,--:--,5:17 PM,4:50 AM,17% Waxing,4:50 AM - 6:50 AM,5:17 PM - 7:17 PM,10:07 AM - 11:07 AM,--:-- - --:--,Average,1
6/28/2017,5:57 AM,9:30 PM,15 hrs. 33 mins.,11:16 AM,12:16 AM,6:08 PM,5:43 AM,26% Waxing,5:43 AM - 7:43 AM,6:08 PM - 8:08 PM,12:16 AM - 1:16 AM,11:16 AM - 12:16 PM,Average,1
6/29/2017,5:57 AM,9:30 PM,15 hrs. 33 mins.,12:22 PM,12:49 AM,6:56 PM,6:33 AM,36% Waxing,6:33 AM - 8:33 AM,6:56 PM - 8:56 PM,12:49 AM - 1:49 AM,12:22 PM - 1:22 PM,Average,1
6/30/2017,5:58 AM,9:30 PM,15 hrs. 32 mins.,1:27 PM,1:18 AM,7:42 PM,7:19 AM,50% First,7:19 AM - 9:19 AM,7:42 PM - 9:42 PM,1:18 AM - 2:18 AM,1:27 PM - 2:27 PM,Average,1
Solunar Predictions for: KALKASKA MI 49646 (local time shown) for the month of June 2017

